SUBSTITUUTIORYHMA;VNRNRO;PAKKAUSKOKO;RESEPTISTATUS;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;HALTIJA;ATCKOODI;SELITES;KAUPAN;DOKUMENTAATIO;RINNAKKAISTUONTI;MYYNTILUPANRO;EUMYYNTILUPANRO
0793;133530;20;K;Moxalole;;jauhe oraaliliuosta varten;Viatris Oy;A06AD65;makrogoli, yhdistelm‰valmisteet;1;G;0;23434;
0793;133552;50;K;Moxalole;;jauhe oraaliliuosta varten;Viatris Oy;A06AD65;makrogoli, yhdistelm‰valmisteet;1;G;0;23434;
0793;155896;30;K;Movicol Plain;;jauhe oraaliliuosta varten, annospussi;Norgine Healthcare B.V.;A06AD65;makrogoli, yhdistelm‰valmisteet;1;A;0;24375;
0793;155918;100;K;Movicol Plain;;jauhe oraaliliuosta varten, annospussi;Norgine Healthcare B.V.;A06AD65;makrogoli, yhdistelm‰valmisteet;1;A;0;24375;
0793;188487;8;K;Movicol;;jauhe oraaliliuosta varten, annospussi;Paranova Oy;A06AD65;makrogoli, yhdistelm‰valmisteet;1;;1;22052;
0793;519621;50;K;Moxalole;;jauhe oraaliliuosta varten;Paranova Oy;A06AD65;makrogoli, yhdistelm‰valmisteet;1;;1;42209;
0793;530162;8;K;Movicol;;jauhe oraaliliuosta varten, annospussi;Norgine Healthcare B.V.;A06AD65;makrogoli, yhdistelm‰valmisteet;0;A;0;12348;
0793;530188;50;K;Movicol;;jauhe oraaliliuosta varten, annospussi;Norgine Healthcare B.V.;A06AD65;makrogoli, yhdistelm‰valmisteet;1;A;0;12348;
0797;021145;30;R;Primolut Nor;10 mg;tabletti;Paranova Oy;G03DC02;noretisteroni;1;;1;19937;
0797;032350;30;R;Primolut Nor;10 mg;tabletti;Orifarm Oy;G03DC02;noretisteroni;1;;1;21498;
0800;079597;100;R;Anastrozole Teva;1 mg;tabletti, kalvop‰‰llysteinen;TEVA Sweden AB;L02BG03;anastrotsoli;1;G;0;22272;
0800;089361;100;R;Anastelb;1 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;L02BG03;anastrotsoli;1;G;0;23466;
0800;386953;98;R;Arimidex;1 mg;tabletti, kalvop‰‰llysteinen;Laboratoires Juvise Pharmaceuticals;L02BG03;anastrotsoli;1;A;0;12097;
0800;425938;100;R;Anastrozol Sandoz;1 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;L02BG03;anastrotsoli;1;G;0;23772;
0800;427277;100;R;Anazol;1 mg;tabletti, kalvop‰‰llysteinen;Avansor Pharma Oy;L02BG03;anastrotsoli;1;G;0;22196;
0800;505454;90;R;Anazol;1 mg;tabletti, kalvop‰‰llysteinen;Avansor Pharma Oy;L02BG03;anastrotsoli;1;G;0;22196;
0805;015652;100;R;Stalevo;50 mg / 12.5 mg / 200 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;A;0;17671;EU/1/03/260/003
0805;512236;100;R;Pentiro;50 mg / 12.5 mg / 200 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;0;G;0;31889;
0805;521507;100;R;Levodopa/Carbidopa/Entacapone Orion;50 mg / 12.5 mg / 200 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;G;0;29769;EU/1/11/706/003
0809;015777;100 g;K;Dexpanthenol Ratiopharm;50 mg/g;emulsiovoide;ratiopharm GmbH;D03AX03;dekspantenoli;1;G;0;17616;
0809;015820;30 g;K;Dexpanthenol Ratiopharm;50 mg/g;emulsiovoide;ratiopharm GmbH;D03AX03;dekspantenoli;1;G;0;17616;
0809;020778;100 g;K;Bepanthen;50 mg/g;emulsiovoide;Bayer Oy;D03AX03;dekspantenoli;1;A;0;8630;
0809;509497;30 g;K;Bepanthen;50 mg/g;emulsiovoide;Bayer Oy;D03AX03;dekspantenoli;1;A;0;8630;
0810;015718;100;R;Stalevo;100 mg / 25 mg / 200 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;A;0;17672;EU/1/03/260/007
0810;416317;100;R;Pentiro;100 mg / 25 mg / 200 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;G;0;31890;
0810;472838;100;R;Levodopa/Carbidopa/Entacapone Orion;100 mg / 25 mg / 200 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;G;0;29771;EU/1/11/706/014
0811;015663;100;R;Stalevo;150 mg / 37.5 mg / 200 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;A;0;17673;EU/1/03/260/011
0811;460549;100;R;Pentiro;150 mg / 37.5 mg / 200 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;G;0;31891;
0811;526342;100;R;Levodopa/Carbidopa/Entacapone Orion;150 mg / 37.5 mg / 200 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;N04BA03;levodopa, dekarboksylaasin est‰j‰ ja COMT-est‰j‰;1;G;0;29773;EU/1/11/706/025
0819;016059;14;R;Lyrica;300 mg;kapseli, kova;Upjohn EESV;N02BF02;pregabaliini;1;A;0;18277;EU/1/04/279/023
0819;016323;56;R;Lyrica;300 mg;kapseli, kova;Upjohn EESV;N02BF02;pregabaliini;1;A;0;18277;EU/1/04/279/024
0819;047617;98;R;Pregabalin Krka;300 mg;kapseli, kova;KRKA d.d. Novo mesto;N02BF02;pregabaliini;0;G;0;32458;
0819;138302;56;R;Pregabalin Krka;300 mg;kapseli, kova;KRKA d.d. Novo mesto;N02BF02;pregabaliini;1;G;0;32458;
0819;146943;100;R;Pregabalin ratiopharm;300 mg;kapseli, kova;ratiopharm GmbH;N02BF02;pregabaliini;1;G;0;32466;
0819;152879;70 x 1;R;Lyribastad;300 mg;kapseli, kova;STADA Arzneimittel AG;N02BF02;pregabaliini;1;G;0;34457;
0819;157353;56;R;Pregabalin ratiopharm;300 mg;kapseli, kova;ratiopharm GmbH;N02BF02;pregabaliini;1;G;0;32466;
0819;408144;56;R;Lyribastad;300 mg;kapseli, kova;STADA Arzneimittel AG;N02BF02;pregabaliini;1;G;0;34457;
0819;455138;14;R;Lyribastad;300 mg;kapseli, kova;STADA Arzneimittel AG;N02BF02;pregabaliini;0;G;0;34457;
0819;459488;56;R;Pregabalin Accord;300 mg;kapseli, kova;Accord Healthcare S.L.U.;N02BF02;pregabaliini;0;G;0;32521;EU/1/15/1027/080
0819;484166;14;R;Pregabalin Accord;300 mg;kapseli, kova;Accord Healthcare S.L.U.;N02BF02;pregabaliini;0;G;0;32521;EU/1/15/1027/078
0819;504808;56;R;Pregabalin Orion;300 mg;kapseli, kova;Orion Corporation;N02BF02;pregabaliini;0;G;0;32473;
0819;525016;14;R;Pregabalin Orion;300 mg;kapseli, kova;Orion Corporation;N02BF02;pregabaliini;1;G;0;32473;
0819;554199;56;R;Pregabalin 1A Farma;300 mg;kapseli, kova;1A Farma A/S;N02BF02;pregabaliini;0;G;0;36971;
0819;568473;56;R;Pregabalin Orion;300 mg;kapseli, kova;Orion Corporation;N02BF02;pregabaliini;1;G;0;32473;
0819;570651;200;R;Pregabalin ratiopharm;300 mg;kapseli, kova;ratiopharm GmbH;N02BF02;pregabaliini;1;G;0;32466;
0821;020847;100;R;Plavix;75 mg;tabletti, kalvop‰‰llysteinen;Sanofi Winthrop Industrie;B01AC04;klopidogreeli;1;A;0;12915;EU/1/98/069/004
0821;064270;28;R;Clopidogrel Krka;75 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;B01AC04;klopidogreeli;1;G;0;25497;EU/1/09/556/003
0821;064281;100;R;Clopidogrel Krka;75 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;B01AC04;klopidogreeli;1;G;0;25497;EU/1/09/556/009
0821;093547;28;R;Clopidogrel Viatris;75 mg;tabletti, kalvop‰‰llysteinen;Viatris Limited;B01AC04;klopidogreeli;1;G;0;27671;EU/1/09/568/003
0821;153309;100;R;Clopidogrel Viatris;75 mg;tabletti, kalvop‰‰llysteinen;Viatris Limited;B01AC04;klopidogreeli;1;G;0;27671;EU/1/09/568/009
0821;409135;30;R;Grepid;75 mg;tabletti, kalvop‰‰llysteinen;Pharmathen S.A.;B01AC04;klopidogreeli;1;G;0;26970;EU/1/09/535/003
0821;433829;30;R;Clopidogrel Stada;75 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;B01AC04;klopidogreeli;1;G;0;33605;
0821;462792;100;R;Clopidogrel Orion;75 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;B01AC04;klopidogreeli;1;G;0;34970;
0821;491504;100;R;Clopidogrel Stada;75 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;B01AC04;klopidogreeli;1;G;0;33605;
0821;511832;28;R;Plavix;75 mg;tabletti, kalvop‰‰llysteinen;Sanofi Winthrop Industrie;B01AC04;klopidogreeli;0;A;0;12915;EU/1/98/069/001
0821;558393;100;R;Grepid;75 mg;tabletti, kalvop‰‰llysteinen;Pharmathen S.A.;B01AC04;klopidogreeli;1;G;0;26970;EU/1/09/535/007
0827;029060;30 g;R;Terbistada;10 mg/g;emulsiovoide;STADA Arzneimittel AG;D01AE15;terbinafiini;1;G;0;22156;
0827;031742;15 g;K;Fungorin;1 %;emulsiovoide;Orion Corporation;D01AE15;terbinafiini;1;G;0;19998;
0827;069799;15 g;K;Lamisil;1 %;emulsiovoide;Karo Healthcare AB;D01AE15;terbinafiini;1;A;0;11046;
0827;375812;15 g;K;Terbistada;10 mg/g;emulsiovoide;STADA Arzneimittel AG;D01AE15;terbinafiini;1;G;0;22156;
0828;039298;100;R;Pantoprazol Orion;20 mg;enterotabletti;Orion Corporation;A02BC02;pantopratsoli;1;G;0;34602;
0828;056686;7;K;SOMAC Control;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;27127;EU/1/09/516/001
0828;056698;14;K;SOMAC Control;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;27127;EU/1/09/516/002
0828;069727;100;R;Pantoprazol Actavis;20 mg;enterotabletti;Actavis Group PTC ehf;A02BC02;pantopratsoli;1;G;0;23215;
0828;101479;28;R;Pantoprazol Krka;20 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22508;
0828;101488;98;R;Pantoprazol Krka;20 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22508;
0828;102887;14;K;Pantoprazol Krka;20 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22508;
0828;102896;56;R;Pantoprazol Krka;20 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22508;
0828;116663;28;R;Pantoprazol Viatris;20 mg;enterotabletti;Viatris Limited;A02BC02;pantopratsoli;0;G;0;28220;
0828;131319;100;R;Pantoprazol Actavis;20 mg;enterotabletti;Actavis Group PTC ehf;A02BC02;pantopratsoli;1;G;0;23215;
0828;152429;14;K;SOMAC Control;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;27127;EU/1/09/516/004
0828;187810;56;R;Pantoprazol Viatris;20 mg;enterotabletti;Viatris Limited;A02BC02;pantopratsoli;0;G;0;28220;
0828;476419;98;R;Pantoprazol Viatris;20 mg;enterotabletti;Viatris Limited;A02BC02;pantopratsoli;0;G;0;28220;
0828;484599;14;K;Pantoprazole ratiopharm;20 mg;enterotabletti;TEVA Sweden AB;A02BC02;pantopratsoli;1;G;0;27451;
0828;500035;100;R;Pantoprazole ratiopharm;20 mg;enterotabletti;TEVA Sweden AB;A02BC02;pantopratsoli;1;G;0;27451;
0828;545319;100;R;Somac;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;13792;
0828;545467;14;R;Somac;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;13792;
0828;545657;28;R;Somac;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;13792;
0828;545673;56;R;Somac;20 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;13792;
0829;001411;14;R;Somac;40 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;11600;
0829;004801;28;R;Somac;40 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;11600;
0829;005209;56;R;Somac;40 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;11600;
0829;087922;56;R;Pantoprazol Viatris;40 mg;enterotabletti;Viatris Limited;A02BC02;pantopratsoli;0;G;0;28221;
0829;101452;28;R;Pantoprazol Krka;40 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22509;
0829;101461;98;R;Pantoprazol Krka;40 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22509;
0829;102869;14;R;Pantoprazol Krka;40 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22509;
0829;102878;56;R;Pantoprazol Krka;40 mg;enterotabletti;KRKA Sverige AB;A02BC02;pantopratsoli;1;G;0;22509;
0829;107872;100;R;Pantoprazol Orion;40 mg;enterotabletti;Orion Corporation;A02BC02;pantopratsoli;1;G;0;34603;
0829;108969;100 x 1;R;Somac;40 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;11600;
0829;131374;100;R;Pantoprazol Actavis;40 mg;enterotabletti;Actavis Group PTC ehf;A02BC02;pantopratsoli;1;G;0;23216;
0829;139742;100;R;Pantoprazol Actavis;40 mg;enterotabletti;Actavis Group PTC ehf;A02BC02;pantopratsoli;1;G;0;23216;
0829;490086;100;R;Somac;40 mg;enterotabletti;Takeda GmbH;A02BC02;pantopratsoli;1;A;0;11600;
0829;502255;100 (2 x 50);R;Pantoprazole ratiopharm;40 mg;enterotabletti;TEVA Sweden AB;A02BC02;pantopratsoli;1;G;0;27452;
0829;560881;28;R;Pantoprazol Viatris;40 mg;enterotabletti;Viatris Limited;A02BC02;pantopratsoli;0;G;0;28221;
0829;582977;98;R;Pantoprazol Viatris;40 mg;enterotabletti;Viatris Limited;A02BC02;pantopratsoli;0;G;0;28221;
0833;030663;4;R;Alendronat Ratiopharm;70 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;M05BA04;alendronaatti;1;G;0;25089;
0833;030674;12;R;Alendronat Ratiopharm;70 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;M05BA04;alendronaatti;1;G;0;25089;
0833;098217;12;R;Alendronat Viatris;70 mg;tabletti;Viatris Limited;M05BA04;alendronaatti;1;G;0;21699;
0833;166731;12;R;Alendronat Sandoz;70 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;M05BA04;alendronaatti;1;G;0;23472;
0833;384561;4;R;Alendronat Viatris;70 mg;tabletti;Viatris Limited;M05BA04;alendronaatti;1;G;0;21699;
0846;068579;10;R;Granisetron Stada;1 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;A04AA02;granisetroni;1;G;0;22016;
0846;481447;10;R;Kytril;1 mg;tabletti, kalvop‰‰llysteinen;Atnahs Pharma Netherlands B.V.;A04AA02;granisetroni;1;A;0;12304;
0847;068588;5;R;Granisetron Stada;2 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;A04AA02;granisetroni;1;G;0;22017;
0847;509680;5;R;Kytril;2 mg;tabletti, kalvop‰‰llysteinen;Atnahs Pharma Netherlands B.V.;A04AA02;granisetroni;1;A;0;13836;
0848;040102;30;R;Montelukast Krka;4 mg;purutabletti;KRKA Sverige AB;R03DC03;montelukasti;1;G;0;23518;
0848;040115;100;R;Montelukast Krka;4 mg;purutabletti;KRKA Sverige AB;R03DC03;montelukasti;1;G;0;23518;
0848;066482;98;R;Montelukast Accord;4 mg;purutabletti;Accord Healthcare B.V.;R03DC03;montelukasti;0;G;0;28327;
0848;115433;28;R;Montelukast Accord;4 mg;purutabletti;Accord Healthcare B.V.;R03DC03;montelukasti;0;G;0;28327;
0848;537580;98;R;Montelukast Ratiopharm;4 mg;purutabletti;TEVA Sweden AB;R03DC03;montelukasti;1;G;0;23135;
0848;562545;28;R;Montelukast Ratiopharm;4 mg;purutabletti;TEVA Sweden AB;R03DC03;montelukasti;1;G;0;23135;
0849;028531;100;R;Oprymea;0.7 mg;tabletti;KRKA d.d. Novo mesto;N04BC05;pramipeksoli;1;G;0;24365;EU/1/08/469/020
0849;472473;100;R;Pramipexol Stada;0.7 mg;tabletti;STADA Arzneimittel AG;N04BC05;pramipeksoli;1;G;0;24236;
0850;028508;30;R;Oprymea;0.18 mg;tabletti;KRKA d.d. Novo mesto;N04BC05;pramipeksoli;1;G;0;24363;EU/1/08/469/007
0850;028519;100;R;Oprymea;0.18 mg;tabletti;KRKA d.d. Novo mesto;N04BC05;pramipeksoli;1;G;0;24363;EU/1/08/469/010
0850;092404;30;R;Pramipexol Stada;0.18 mg;tabletti;STADA Arzneimittel AG;N04BC05;pramipeksoli;1;G;0;24234;
0850;092416;100;R;Pramipexol Stada;0.18 mg;tabletti;STADA Arzneimittel AG;N04BC05;pramipeksoli;1;G;0;24234;
0850;102175;30;R;Pramipexole Orion;0.18 mg;tabletti;Orion Corporation;N04BC05;pramipeksoli;1;G;0;24943;
0850;102188;100;R;Pramipexole Orion;0.18 mg;tabletti;Orion Corporation;N04BC05;pramipeksoli;1;G;0;24943;
0850;141432;30;R;Sifrol;0.18 mg;tabletti;Boehringer Ingelheim International GmbH;N04BC05;pramipeksoli;0;A;0;90169;EU/1/97/050/003
0851;010361;98;R;MicardisPlus;80 mg / 12.5 mg;tabletti;Boehringer Ingelheim International GmbH;C09DA07;telmisartaani ja diureetit;1;A;0;16609;EU/1/02/213/010
0851;178842;28;R;Telmisartan/Hydrochlorothiazide Accord;80 mg / 12.5 mg;tabletti;Accord Healthcare B.V.;C09DA07;telmisartaani ja diureetit;0;G;0;33118;
0851;381868;100 x 1;R;Tolucombi;80 mg / 12.5 mg;tabletti;KRKA d.d. Novo mesto;C09DA07;telmisartaani ja diureetit;1;G;0;30804;EU/1/13/821/032
0851;428658;30 x 1;R;Tolucombi;80 mg / 12.5 mg;tabletti;KRKA d.d. Novo mesto;C09DA07;telmisartaani ja diureetit;1;G;0;30804;EU/1/13/821/015
0851;461771;98;R;Telmisartan/Hydrochlorothiazide Orion;80 mg / 12.5 mg;tabletti;Orion Corporation;C09DA07;telmisartaani ja diureetit;1;G;0;30855;
0851;571595;98;R;Telmisartan/Hydrochlorothiazide Accord;80 mg / 12.5 mg;tabletti;Accord Healthcare B.V.;C09DA07;telmisartaani ja diureetit;1;G;0;33118;
0851;582739;98;R;Lesamor;80 mg / 12.5 mg;tabletti;STADA Arzneimittel AG;C09DA07;telmisartaani ja diureetit;1;G;0;31283;
0855;040126;30;R;Montelukast Krka;5 mg;purutabletti;KRKA Sverige AB;R03DC03;montelukasti;1;G;0;23520;
0855;040137;100;R;Montelukast Krka;5 mg;purutabletti;KRKA Sverige AB;R03DC03;montelukasti;1;G;0;23520;
0855;140116;28;R;Montelukast Orion;5 mg;purutabletti;Orion Corporation;R03DC03;montelukasti;1;G;0;27629;
0855;389900;98;R;Montelukast Orion;5 mg;purutabletti;Orion Corporation;R03DC03;montelukasti;1;G;0;27629;
0855;436357;98;R;Montelukast Accord;5 mg;purutabletti;Accord Healthcare B.V.;R03DC03;montelukasti;0;G;0;28328;
0855;439822;98;R;Montelukast Ratiopharm;5 mg;purutabletti;TEVA Sweden AB;R03DC03;montelukasti;1;G;0;23136;
0855;472809;28;R;Montelukast Accord;5 mg;purutabletti;Accord Healthcare B.V.;R03DC03;montelukasti;0;G;0;28328;
0855;510885;28;R;Montelukast Ratiopharm;5 mg;purutabletti;TEVA Sweden AB;R03DC03;montelukasti;1;G;0;23136;
0860;008927;4;R;Cialis;20 mg;tabletti, kalvop‰‰llysteinen;Eli Lilly Nederland B.V.;G04BE08;tadalafiili;1;A;0;16768;EU/1/02/237/003
0860;008950;8;R;Cialis;20 mg;tabletti, kalvop‰‰llysteinen;Eli Lilly Nederland B.V.;G04BE08;tadalafiili;1;A;0;16768;EU/1/02/237/004
0860;021256;12;R;Cialis;20 mg;tabletti, kalvop‰‰llysteinen;Eli Lilly Nederland B.V.;G04BE08;tadalafiili;1;A;0;16768;EU/1/02/237/005
0860;037864;24;R;Tadalafil Krka;20 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;G04BE08;tadalafiili;1;G;0;34055;
0860;076995;4;R;Tadalafil Ratiopharm;20 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;G04BE08;tadalafiili;1;G;0;32019;
0860;084453;12 x 1;R;Tadalafil Sandoz;20 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;G04BE08;tadalafiili;1;G;0;33707;
0860;110966;12 x 1;R;Tadalafil STADA Nordic;20 mg;tabletti, kalvop‰‰llysteinen;STADA Nordic ApS;G04BE08;tadalafiili;1;G;0;41857;
0860;114063;4;R;Tadalafil Krka;20 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;G04BE08;tadalafiili;1;G;0;34055;
0860;114461;12;R;Tadalafil Ratiopharm;20 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;G04BE08;tadalafiili;1;G;0;32019;
0860;143616;8;R;Tadalafil Mylan;20 mg;tabletti, kalvop‰‰llysteinen;Mylan Pharmaceuticals Limited;G04BE08;tadalafiili;1;G;0;32027;EU/1/14/961/004
0860;161424;8;R;Tadalafil Krka;20 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;G04BE08;tadalafiili;1;G;0;34055;
0860;162440;12;R;Tadalafil Krka;20 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;G04BE08;tadalafiili;1;G;0;34055;
0860;171254;8;R;Tadalafil Accord;20 mg;tabletti, kalvop‰‰llysteinen;Accord Healthcare B.V.;G04BE08;tadalafiili;0;G;0;33255;
0860;178448;4;R;Tadalafil Accord;20 mg;tabletti, kalvop‰‰llysteinen;Accord Healthcare B.V.;G04BE08;tadalafiili;0;G;0;33255;
0860;371028;4 x 1;R;Tadalafil Sandoz;20 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;G04BE08;tadalafiili;1;G;0;33707;
0860;376280;4;R;Tadalafil Mylan;20 mg;tabletti, kalvop‰‰llysteinen;Mylan Pharmaceuticals Limited;G04BE08;tadalafiili;1;G;0;32027;EU/1/14/961/003
0860;420291;8;R;Tadalafil Orion;20 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;G04BE08;tadalafiili;1;G;0;33140;
0860;461785;56;R;Tadalafil Accord;20 mg;tabletti, kalvop‰‰llysteinen;Accord Healthcare B.V.;G04BE08;tadalafiili;1;G;0;33255;
0860;479387;8 x 1;R;Tadalafil Sandoz;20 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;G04BE08;tadalafiili;1;G;0;33707;
0860;496341;4;R;Tadalafil Orion;20 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;G04BE08;tadalafiili;1;G;0;33140;
0860;496418;12;R;Tadalafil Accord;20 mg;tabletti, kalvop‰‰llysteinen;Accord Healthcare B.V.;G04BE08;tadalafiili;1;G;0;33255;
0860;515063;24;R;Tadalafil Ratiopharm;20 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;G04BE08;tadalafiili;1;G;0;32019;
0860;548377;8;R;Tadalafil Stada;20 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;G04BE08;tadalafiili;1;G;0;33895;
0860;562871;4;R;Tadalafil Stada;20 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;G04BE08;tadalafiili;1;G;0;33895;
0860;573473;12;R;Tadalafil Mylan;20 mg;tabletti, kalvop‰‰llysteinen;Mylan Pharmaceuticals Limited;G04BE08;tadalafiili;1;G;0;32027;EU/1/14/961/005
0860;578345;12;R;Tadalafil Orion;20 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;G04BE08;tadalafiili;1;G;0;33140;
0860;583768;12;R;Tadalafil Stada;20 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;G04BE08;tadalafiili;1;G;0;33895;
0860;589708;56;R;Tadalafil Aop;20 mg;tabletti, kalvop‰‰llysteinen;Aop Orphan Pharmaceuticals GmbH;G04BE08;tadalafiili;1;G;0;35936;
0861;056897;12 x 250 mg;R;Aldara;5 %;emulsiovoide;Orifarm Oy;D06BB10;imikimodi;0;;1;23065;EU/1/98/080/001
0861;090701;12 x 250 mg;R;Aldara;5 %;emulsiovoide;Paranova Oy;D06BB10;imikimodi;0;;1;29022;EU/1/98/080/001
0861;452862;12 x 250 mg;R;Aldara;5 %;emulsiovoide;Viatris Healthcare Limited;D06BB10;imikimodi;1;A;0;12967;EU/1/98/080/001
0864;074042;28;R;Exforge;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;Novartis Europharm Limited;C09DB01;valsartaani ja amlodipiini;1;A;0;22025;EU/1/06/370/003
0864;074051;98;R;Exforge;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;Novartis Europharm Limited;C09DB01;valsartaani ja amlodipiini;1;A;0;22025;EU/1/06/370/007
0864;093084;28;R;Amlodipin/Valsartan Orion;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C09DB01;valsartaani ja amlodipiini;1;G;0;36164;
0864;098382;30;R;Amlodipin/Valsartan Krka;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;C09DB01;valsartaani ja amlodipiini;1;G;0;33076;
0864;106744;98;R;Amlodipin/Valsartan Orion;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C09DB01;valsartaani ja amlodipiini;1;G;0;36164;
0864;167628;30;R;Amlodipin/Valsartan Stada;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;C09DB01;valsartaani ja amlodipiini;1;G;0;33072;
0864;464505;100;R;Amlodipin/Valsartan Krka;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;KRKA d.d. Novo mesto;C09DB01;valsartaani ja amlodipiini;1;G;0;33076;
0864;530007;100;R;Amlodipin/Valsartan Stada;5 mg / 80 mg;tabletti, kalvop‰‰llysteinen;STADA Arzneimittel AG;C09DB01;valsartaani ja amlodipiini;1;G;0;33072;
0865;016395;56;R;Lyrica;25 mg;kapseli, kova;Upjohn EESV;N02BF02;pregabaliini;1;A;0;18260;EU/1/04/279/003
0865;031008;200;R;Pregabalin Sandoz;25 mg;kapseli, kova;Sandoz GmbH;N02BF02;pregabaliini;1;G;0;32679;EU/1/15/1011/085
0865;035067;56;R;Lyribastad;25 mg;kapseli, kova;STADA Arzneimittel AG;N02BF02;pregabaliini;1;G;0;34450;
0865;067194;200;R;Lyrica;25 mg;kapseli, kova;Upjohn EESV;N02BF02;pregabaliini;1;A;0;18260;EU/1/04/279/046
